Datum von;Datum bis;Biomasse [MWh] Originalauflösungen;Wasserkraft [MWh] Originalauflösungen;Wind Offshore [MWh] Originalauflösungen;Wind Onshore [MWh] Originalauflösungen;Photovoltaik [MWh] Originalauflösungen;Sonstige Erneuerbare [MWh] Originalauflösungen;Kernenergie [MWh] Originalauflösungen;Braunkohle [MWh] Originalauflösungen;Steinkohle [MWh] Originalauflösungen;Erdgas [MWh] Originalauflösungen;Pumpspeicher [MWh] Originalauflösungen;Sonstige Konventionelle [MWh] Originalauflösungen
05.01.2019 23:30;05.01.2019 23:45;1.176,25;351,75;1.033,25;3.262,50;0,00;33,00;2.347,25;3.662,50;1.190,25;1.403,00;14,75;423,75
05.01.2019 23:45;06.01.2019 00:00;1.167,50;354,50;1.022,00;3.206,25;0,00;32,50;2.347,25;3.605,50;1.161,25;1.400,75;30,50;428,25
06.01.2019 00:00;06.01.2019 00:15;1.173,50;367,25;1.015,50;3.176,25;0,00;32,75;2.357,75;3.549,00;1.138,25;1.311,00;234,75;432,25
06.01.2019 00:15;06.01.2019 00:30;1.170,50;365,50;1.025,75;3.159,00;0,00;32,75;2.358,25;3.539,25;1.145,00;1.309,00;152,50;431,00
06.01.2019 00:30;06.01.2019 00:45;1.172,00;373,25;999,75;3.127,75;0,00;32,75;2.359,00;3.528,00;1.159,00;1.312,00;121,25;433,25
06.01.2019 00:45;06.01.2019 01:00;1.173,25;358,00;985,50;3.080,75;0,00;32,75;2.352,00;3.544,25;1.163,00;1.308,75;0,00;432,25
06.01.2019 01:00;06.01.2019 01:15;1.167,50;373,50;1.001,75;3.019,75;0,00;32,75;2.361,75;3.561,00;1.161,75;1.285,25;102,75;431,50
06.01.2019 01:15;06.01.2019 01:30;1.164,00;347,00;990,75;2.981,00;0,00;32,75;2.357,75;3.566,25;1.163,75;1.276,75;77,00;433,50
06.01.2019 01:30;06.01.2019 01:45;1.168,75;349,50;958,25;2.919,00;0,00;32,75;2.358,50;3.632,00;1.161,00;1.292,00;57,00;432,00
06.01.2019 01:45;06.01.2019 02:00;1.172,75;347,25;923,25;2.871,25;0,00;32,75;2.353,75;3.678,25;1.166,50;1.287,75;27,75;433,00
06.01.2019 02:00;06.01.2019 02:15;1.170,50;355,50;902,75;2.829,25;0,00;32,75;2.361,50;3.711,00;1.224,50;1.300,25;111,75;432,25
06.01.2019 02:15;06.01.2019 02:30;1.168,00;351,00;881,00;2.759,25;0,00;33,25;2.359,00;3.698,75;1.254,25;1.304,25;49,50;430,75
06.01.2019 02:30;06.01.2019 02:45;1.166,75;347,25;896,25;2.695,25;0,00;33,50;2.359,50;3.673,75;1.260,75;1.308,25;36,25;433,25
06.01.2019 02:45;06.01.2019 03:00;1.166,25;348,25;882,00;2.670,75;0,00;33,50;2.360,50;3.656,50;1.257,75;1.301,00;34,25;433,75
06.01.2019 03:00;06.01.2019 03:15;1.169,00;366,00;858,00;2.637,50;0,00;33,50;2.363,00;3.640,00;1.264,00;1.301,25;19,50;431,00
06.01.2019 03:15;06.01.2019 03:30;1.170,75;362,75;851,00;2.631,50;0,00;33,50;2.361,00;3.619,50;1.261,25;1.301,75;16,50;431,75
06.01.2019 03:30;06.01.2019 03:45;1.172,25;375,50;855,25;2.637,50;0,00;33,75;2.361,25;3.625,75;1.267,50;1.306,25;14,50;433,25
06.01.2019 03:45;06.01.2019 04:00;1.175,00;364,00;829,50;2.597,00;0,00;33,50;2.359,50;3.613,75;1.264,50;1.301,25;10,00;430,00
06.01.2019 04:00;06.01.2019 04:15;1.173,00;366,00;822,50;2.559,00;0,00;33,50;2.359,75;3.554,25;1.271,25;1.313,00;0,00;434,25
06.01.2019 04:15;06.01.2019 04:30;1.171,00;353,50;796,25;2.550,00;0,00;33,50;2.358,25;3.532,00;1.266,00;1.311,25;10,25;432,75
06.01.2019 04:30;06.01.2019 04:45;1.173,00;343,50;757,50;2.523,00;0,00;33,75;2.359,25;3.532,25;1.265,25;1.302,00;3,25;433,50
06.01.2019 04:45;06.01.2019 05:00;1.171,75;345,25;752,25;2.506,50;0,00;33,50;2.357,00;3.540,50;1.247,00;1.319,00;4,75;433,75
06.01.2019 05:00;06.01.2019 05:15;1.176,50;380,50;765,25;2.487,00;0,00;33,25;2.360,25;3.564,50;1.286,00;1.332,25;29,00;430,50
06.01.2019 05:15;06.01.2019 05:30;1.176,25;379,25;724,00;2.445,00;0,00;33,50;2.361,00;3.602,25;1.316,75;1.334,75;11,75;432,50
06.01.2019 05:30;06.01.2019 05:45;1.178,25;370,75;721,00;2.405,00;0,00;33,25;2.361,00;3.613,50;1.337,50;1.338,50;10,75;434,25
06.01.2019 05:45;06.01.2019 06:00;1.176,50;371,25;680,50;2.346,25;0,00;33,00;2.363,00;3.610,75;1.365,75;1.339,00;11,25;431,25
06.01.2019 06:00;06.01.2019 06:15;1.186,50;371,25;689,75;2.296,50;0,00;32,00;2.338,75;3.603,50;1.350,25;1.348,75;16,50;431,00
06.01.2019 06:15;06.01.2019 06:30;1.189,00;379,50;657,50;2.191,25;0,00;31,25;2.306,25;3.603,00;1.363,25;1.356,25;36,75;430,00
06.01.2019 06:30;06.01.2019 06:45;1.186,75;357,75;625,75;2.116,00;0,00;31,25;2.301,50;3.613,75;1.385,00;1.358,00;81,75;431,00
06.01.2019 06:45;06.01.2019 07:00;1.182,25;362,25;599,25;2.035,00;0,00;31,00;2.301,75;3.640,25;1.418,75;1.359,75;120,25;430,00
06.01.2019 07:00;06.01.2019 07:15;1.189,25;353,25;571,75;1.993,50;0,00;31,00;2.295,25;3.672,25;1.556,50;1.369,25;53,75;430,00
06.01.2019 07:15;06.01.2019 07:30;1.191,50;352,50;561,00;1.952,00;0,00;31,00;2.298,50;3.719,00;1.648,50;1.366,00;58,25;427,25
06.01.2019 07:30;06.01.2019 07:45;1.189,75;355,00;587,75;1.906,75;0,00;31,25;2.299,00;3.733,00;1.715,00;1.372,25;66,75;429,50
06.01.2019 07:45;06.01.2019 08:00;1.189,25;353,50;572,75;1.859,25;0,00;31,75;2.296,75;3.745,25;1.744,75;1.399,50;138,50;423,25
06.01.2019 08:00;06.01.2019 08:15;1.196,00;347,50;610,25;1.820,25;1,75;31,75;2.308,00;3.754,25;1.773,75;1.439,50;13,00;431,00
06.01.2019 08:15;06.01.2019 08:30;1.198,50;352,50;622,00;1.783,75;6,75;31,75;2.346,25;3.772,50;1.799,75;1.471,75;40,50;432,25
06.01.2019 08:30;06.01.2019 08:45;1.206,00;363,75;606,50;1.740,50;22,00;32,00;2.355,50;3.764,75;1.839,00;1.486,50;133,75;431,25
06.01.2019 08:45;06.01.2019 09:00;1.208,25;355,00;568,50;1.697,50;48,50;32,00;2.357,00;3.761,25;1.910,25;1.518,75;222,25;431,25
06.01.2019 09:00;06.01.2019 09:15;1.203,50;346,75;527,75;1.655,00;90,75;32,00;2.353,50;3.760,50;1.969,75;1.621,25;78,75;430,50
06.01.2019 09:15;06.01.2019 09:30;1.204,50;345,25;483,50;1.613,25;140,25;32,25;2.354,75;3.762,00;2.041,75;1.659,00;95,50;428,75
06.01.2019 09:30;06.01.2019 09:45;1.210,25;346,25;477,50;1.572,00;205,00;32,50;2.356,50;3.766,25;2.113,75;1.696,50;124,75;433,25
06.01.2019 09:45;06.01.2019 10:00;1.206,75;345,50;511,75;1.519,75;275,25;33,00;2.356,25;3.756,25;2.204,75;1.691,50;155,75;434,00
06.01.2019 10:00;06.01.2019 10:15;1.209,75;348,75;538,00;1.461,75;338,00;32,00;2.353,25;3.751,75;2.269,00;1.692,75;70,75;433,50
06.01.2019 10:15;06.01.2019 10:30;1.209,50;348,25;546,75;1.392,00;396,25;31,75;2.354,00;3.757,25;2.293,50;1.689,75;86,00;434,00
06.01.2019 10:30;06.01.2019 10:45;1.209,00;349,50;561,00;1.340,75;457,75;31,50;2.355,25;3.756,00;2.319,25;1.725,50;139,00;433,00
06.01.2019 10:45;06.01.2019 11:00;1.206,50;351,25;548,50;1.313,50;506,00;31,50;2.355,75;3.764,75;2.349,00;1.724,75;232,50;432,50
06.01.2019 11:00;06.01.2019 11:15;1.209,50;351,75;528,00;1.301,75;569,75;32,25;2.360,25;3.842,25;2.413,00;1.782,00;233,25;433,50
06.01.2019 11:15;06.01.2019 11:30;1.207,00;347,00;500,00;1.290,25;602,50;32,50;2.359,75;3.890,00;2.425,00;1.788,75;228,25;437,50
06.01.2019 11:30;06.01.2019 11:45;1.209,75;347,00;516,50;1.296,50;617,75;33,25;2.357,00;3.908,75;2.431,75;1.794,00;177,50;436,75
06.01.2019 11:45;06.01.2019 12:00;1.212,50;349,75;462,00;1.324,00;637,75;32,75;2.358,75;3.909,50;2.457,00;1.794,50;179,50;436,75
06.01.2019 12:00;06.01.2019 12:15;1.210,75;373,00;413,25;1.350,50;651,25;32,75;2.357,50;3.912,75;2.506,25;1.856,25;311,25;436,75
06.01.2019 12:15;06.01.2019 12:30;1.212,00;351,50;428,00;1.369,50;648,00;32,75;2.356,50;3.910,25;2.524,00;1.857,75;226,50;437,50
06.01.2019 12:30;06.01.2019 12:45;1.208,25;351,75;417,50;1.399,50;673,50;33,00;2.356,50;3.913,75;2.531,00;1.860,00;172,50;438,00
06.01.2019 12:45;06.01.2019 13:00;1.207,50;350,25;429,50;1.426,00;646,25;33,00;2.352,75;3.916,00;2.533,25;1.857,50;101,75;436,50
06.01.2019 13:00;06.01.2019 13:15;1.209,50;348,75;445,25;1.454,25;618,50;33,25;2.352,00;3.914,75;2.535,25;1.840,25;187,00;437,00
06.01.2019 13:15;06.01.2019 13:30;1.203,00;349,00;476,25;1.466,00;573,50;33,75;2.353,00;3.914,50;2.538,50;1.836,50;153,75;436,75
06.01.2019 13:30;06.01.2019 13:45;1.202,75;353,25;459,00;1.481,00;538,00;33,75;2.355,00;3.920,00;2.517,00;1.838,00;129,25;436,25
06.01.2019 13:45;06.01.2019 14:00;1.204,00;352,00;490,25;1.499,75;487,50;33,75;2.352,25;3.914,50;2.475,25;1.829,50;106,00;435,50
06.01.2019 14:00;06.01.2019 14:15;1.198,50;380,75;480,25;1.490,50;440,75;33,75;2.351,25;3.907,50;2.437,75;1.765,25;150,50;428,50
06.01.2019 14:15;06.01.2019 14:30;1.195,75;360,75;459,00;1.483,25;372,75;32,75;2.354,50;3.911,25;2.442,75;1.756,75;275,25;437,50
06.01.2019 14:30;06.01.2019 14:45;1.198,50;350,25;454,50;1.467,75;311,00;32,75;2.355,25;3.915,50;2.453,50;1.758,75;239,00;436,25
06.01.2019 14:45;06.01.2019 15:00;1.196,50;345,50;482,50;1.461,50;243,50;33,00;2.358,50;3.913,50;2.503,25;1.762,50;207,75;436,75
06.01.2019 15:00;06.01.2019 15:15;1.197,75;344,00;519,75;1.463,50;180,75;33,00;2.352,75;3.900,75;2.645,50;1.836,25;245,75;435,50
06.01.2019 15:15;06.01.2019 15:30;1.196,00;372,50;542,75;1.472,75;125,00;32,75;2.353,75;3.913,75;2.664,00;1.851,75;381,50;437,00
06.01.2019 15:30;06.01.2019 15:45;1.195,75;358,00;548,50;1.472,25;79,75;32,75;2.355,00;3.919,75;2.694,25;1.861,75;316,00;438,75
06.01.2019 15:45;06.01.2019 16:00;1.199,75;363,75;548,25;1.490,75;42,50;33,00;2.355,75;3.916,00;2.752,75;1.853,00;314,00;438,25
06.01.2019 16:00;06.01.2019 16:15;1.207,25;367,75;582,25;1.510,25;17,50;32,00;2.350,50;3.910,25;2.795,50;1.866,50;384,00;436,50
06.01.2019 16:15;06.01.2019 16:30;1.208,00;364,25;621,25;1.513,25;5,00;32,00;2.357,00;3.941,50;2.810,50;1.868,50;454,25;438,50
06.01.2019 16:30;06.01.2019 16:45;1.203,75;369,50;656,50;1.548,25;1,00;32,00;2.356,00;3.946,75;2.822,50;1.878,00;514,00;439,50
06.01.2019 16:45;06.01.2019 17:00;1.204,75;373,75;701,25;1.608,25;0,25;32,00;2.356,00;3.955,75;2.837,00;1.879,50;720,00;437,50
06.01.2019 17:00;06.01.2019 17:15;1.209,25;360,25;720,25;1.665,00;0,00;32,00;2.347,00;3.948,75;2.892,25;1.908,50;979,50;437,00
06.01.2019 17:15;06.01.2019 17:30;1.205,50;364,25;714,00;1.721,00;0,00;32,00;2.355,25;3.962,25;2.910,25;1.913,25;1.087,50;437,75
06.01.2019 17:30;06.01.2019 17:45;1.217,75;363,00;706,75;1.779,00;0,00;32,25;2.355,75;3.976,00;2.913,00;1.916,00;1.054,00;436,75
06.01.2019 17:45;06.01.2019 18:00;1.214,50;366,00;730,00;1.831,25;0,00;32,00;2.351,50;3.978,00;2.905,50;1.917,50;1.071,00;437,00
06.01.2019 18:00;06.01.2019 18:15;1.213,50;358,00;734,75;1.852,25;0,00;32,00;2.348,25;3.976,00;2.904,75;1.919,50;1.058,25;436,50
06.01.2019 18:15;06.01.2019 18:30;1.214,25;362,75;750,00;1.886,75;0,00;32,25;2.352,75;3.973,75;2.921,00;1.918,00;968,50;433,00
06.01.2019 18:30;06.01.2019 18:45;1.215,25;356,75;764,75;1.911,50;0,00;32,25;2.353,00;3.988,50;2.924,75;1.917,00;894,75;436,50
06.01.2019 18:45;06.01.2019 19:00;1.217,50;359,75;769,75;1.927,00;0,00;32,25;2.353,75;3.986,50;2.915,75;1.914,50;844,75;436,00
06.01.2019 19:00;06.01.2019 19:15;1.215,25;371,00;762,00;1.950,25;0,00;32,00;2.351,75;3.989,75;2.902,25;1.910,50;845,25;436,75
06.01.2019 19:15;06.01.2019 19:30;1.213,25;359,50;776,75;1.969,50;0,00;32,50;2.350,50;3.986,50;2.898,25;1.897,75;686,00;435,50
06.01.2019 19:30;06.01.2019 19:45;1.212,50;363,25;797,75;1.988,25;0,00;32,50;2.348,50;3.998,00;2.884,75;1.901,50;537,25;435,00
06.01.2019 19:45;06.01.2019 20:00;1.213,75;355,00;769,50;2.008,25;0,00;32,50;2.353,25;4.005,50;2.866,00;1.900,25;514,00;435,00
06.01.2019 20:00;06.01.2019 20:15;1.210,25;377,00;661,25;2.013,50;0,00;32,00;2.357,00;4.008,50;2.838,50;1.863,00;261,75;436,00
06.01.2019 20:15;06.01.2019 20:30;1.207,50;358,25;630,75;2.020,75;0,00;32,25;2.348,25;3.998,75;2.805,00;1.856,25;180,00;435,75
06.01.2019 20:30;06.01.2019 20:45;1.208,00;351,00;639,00;2.002,75;0,00;32,50;2.347,75;4.009,25;2.768,75;1.860,75;105,75;434,50
06.01.2019 20:45;06.01.2019 21:00;1.201,75;354,50;622,00;2.001,75;0,00;33,25;2.345,75;4.005,25;2.738,75;1.857,00;71,00;430,00
06.01.2019 21:00;06.01.2019 21:15;1.201,00;360,50;591,50;2.011,75;0,00;33,25;2.352,25;4.008,50;2.752,25;1.800,50;166,00;428,00
06.01.2019 21:15;06.01.2019 21:30;1.201,75;354,00;622,25;2.009,00;0,00;33,25;2.350,75;4.001,75;2.739,50;1.801,00;112,00;430,00
06.01.2019 21:30;06.01.2019 21:45;1.199,50;379,00;628,25;1.993,25;0,00;33,25;2.350,50;4.000,75;2.714,25;1.805,00;35,00;433,50
06.01.2019 21:45;06.01.2019 22:00;1.203,25;360,75;651,00;1.970,00;0,00;33,00;2.345,75;4.004,00;2.702,25;1.797,00;34,00;435,25
06.01.2019 22:00;06.01.2019 22:15;1.194,00;366,25;713,25;1.892,75;0,00;32,50;2.350,00;4.006,75;2.511,25;1.726,00;44,50;433,25
06.01.2019 22:15;06.01.2019 22:30;1.190,00;348,75;755,75;1.877,00;0,00;32,50;2.338,00;4.003,50;2.674,50;1.723,00;24,00;433,00
06.01.2019 22:30;06.01.2019 22:45;1.188,25;378,75;764,50;1.836,00;0,00;32,50;2.348,75;4.004,00;2.615,00;1.727,00;15,00;433,50
06.01.2019 22:45;06.01.2019 23:00;1.191,00;364,00;750,25;1.811,50;0,00;33,00;2.340,25;3.991,50;2.568,00;1.729,75;10,00;433,00
06.01.2019 23:00;06.01.2019 23:15;1.187,75;381,00;754,50;1.808,50;0,00;33,00;2.340,75;3.953,75;2.538,25;1.703,50;4,25;434,75
06.01.2019 23:15;06.01.2019 23:30;1.186,25;367,25;763,25;1.824,50;0,00;33,00;2.340,75;3.928,75;2.517,00;1.704,00;11,50;432,75
06.01.2019 23:30;06.01.2019 23:45;1.187,75;352,25;785,50;1.831,75;0,00;33,00;2.337,50;3.931,50;2.492,75;1.711,50;9,00;432,00
06.01.2019 23:45;07.01.2019 00:00;1.184,25;348,50;773,25;1.866,25;0,00;33,00;2.326,50;3.935,75;2.450,00;1.711,00;0,00;437,00
07.01.2019 00:00;07.01.2019 00:15;1.180,25;350,25;755,25;1.901,50;0,00;33,00;2.349,75;3.956,75;2.404,75;1.626,75;0,00;433,50
07.01.2019 00:15;07.01.2019 00:30;1.180,00;344,75;742,50;1.949,75;0,00;33,25;2.352,75;3.996,75;2.336,50;1.616,00;0,00;435,25
07.01.2019 00:30;07.01.2019 00:45;1.180,00;344,00;709,50;1.987,50;0,00;33,00;2.350,00;3.958,50;2.284,00;1.624,50;0,00;436,00
07.01.2019 00:45;07.01.2019 01:00;1.180,50;343,00;681,00;2.044,50;0,00;33,00;2.344,00;3.966,25;2.253,25;1.622,00;0,00;433,25
07.01.2019 01:00;07.01.2019 01:15;1.173,00;366,00;647,75;2.091,00;0,00;33,25;2.354,00;3.984,75;2.223,50;1.608,25;0,00;428,75
07.01.2019 01:15;07.01.2019 01:30;1.171,25;344,50;623,25;2.122,75;0,00;33,25;2.354,75;3.980,25;2.199,25;1.606,00;0,00;430,25
07.01.2019 01:30;07.01.2019 01:45;1.173,50;345,50;614,75;2.138,50;0,00;33,25;2.353,50;3.978,50;2.168,50;1.608,25;0,00;433,25
07.01.2019 01:45;07.01.2019 02:00;1.173,75;344,75;618,25;2.174,00;0,00;33,25;2.339,75;3.916,00;2.187,00;1.606,50;0,00;434,00
07.01.2019 02:00;07.01.2019 02:15;1.171,75;350,75;593,75;2.196,75;0,00;33,00;2.357,25;3.943,50;2.150,75;1.600,25;0,00;436,25
07.01.2019 02:15;07.01.2019 02:30;1.170,75;352,75;594,25;2.235,50;0,00;33,00;2.347,50;3.943,50;2.134,25;1.604,25;0,00;435,00
07.01.2019 02:30;07.01.2019 02:45;1.170,25;351,25;589,25;2.261,25;0,00;32,75;2.347,00;3.939,00;2.118,50;1.607,75;0,00;434,50
07.01.2019 02:45;07.01.2019 03:00;1.171,75;347,75;574,00;2.276,50;0,00;32,75;2.343,25;3.911,50;2.120,00;1.608,00;0,00;433,25
07.01.2019 03:00;07.01.2019 03:15;1.173,75;360,00;558,75;2.286,25;0,00;32,75;2.352,75;3.847,25;2.151,50;1.597,25;0,00;433,25
07.01.2019 03:15;07.01.2019 03:30;1.171,75;355,25;504,00;2.301,00;0,00;32,75;2.348,25;3.811,50;2.143,00;1.597,00;0,00;430,25
07.01.2019 03:30;07.01.2019 03:45;1.174,25;355,25;485,50;2.333,50;0,00;32,75;2.354,50;3.827,50;2.150,00;1.604,00;0,00;433,00
07.01.2019 03:45;07.01.2019 04:00;1.170,75;353,25;493,75;2.336,25;0,00;32,75;2.353,00;3.841,00;2.163,00;1.606,75;0,00;436,25
07.01.2019 04:00;07.01.2019 04:15;1.172,00;347,50;499,50;2.322,00;0,00;32,50;2.355,00;3.859,75;2.191,75;1.640,00;0,00;436,50
07.01.2019 04:15;07.01.2019 04:30;1.175,00;347,00;510,00;2.315,00;0,00;32,50;2.355,00;3.883,75;2.218,25;1.660,25;0,00;429,75
07.01.2019 04:30;07.01.2019 04:45;1.173,00;349,75;550,75;2.325,25;0,00;32,25;2.355,25;3.913,75;2.240,75;1.672,25;0,00;427,00
07.01.2019 04:45;07.01.2019 05:00;1.174,75;362,25;608,25;2.335,25;0,00;32,25;2.356,75;3.943,00;2.302,25;1.678,75;15,75;436,75
07.01.2019 05:00;07.01.2019 05:15;1.176,25;347,50;611,00;2.371,75;0,00;32,00;2.330,00;3.915,75;2.409,75;1.740,25;41,25;436,00
07.01.2019 05:15;07.01.2019 05:30;1.173,50;359,75;616,75;2.388,75;0,00;32,00;2.348,75;3.965,75;2.541,50;1.717,25;47,50;436,00
07.01.2019 05:30;07.01.2019 05:45;1.170,00;380,75;593,00;2.365,50;0,00;32,00;2.356,25;3.997,50;2.685,75;1.727,50;117,25;436,25
07.01.2019 05:45;07.01.2019 06:00;1.168,25;387,00;583,50;2.351,75;0,00;32,00;2.354,25;4.000,50;2.827,00;1.752,75;151,25;431,00
07.01.2019 06:00;07.01.2019 06:15;1.182,75;365,25;562,75;2.375,25;0,00;32,00;2.352,50;3.976,00;2.883,00;1.884,75;350,75;430,00
07.01.2019 06:15;07.01.2019 06:30;1.177,75;377,50;531,50;2.373,25;0,00;31,50;2.360,25;3.983,25;3.064,50;1.909,50;503,00;433,00
07.01.2019 06:30;07.01.2019 06:45;1.178,00;374,50;474,00;2.361,00;0,00;31,50;2.363,25;3.989,75;3.228,00;1.945,75;643,50;433,50
07.01.2019 06:45;07.01.2019 07:00;1.184,25;361,50;415,50;2.318,50;0,00;31,50;2.363,25;3.986,00;3.360,25;1.971,50;941,25;433,50
07.01.2019 07:00;07.01.2019 07:15;1.199,75;356,25;376,00;2.281,50;0,00;31,25;2.353,25;3.976,75;3.459,00;2.106,50;953,00;432,25
07.01.2019 07:15;07.01.2019 07:30;1.204,25;372,75;337,00;2.246,00;0,00;31,00;2.363,00;3.986,00;3.494,75;2.119,75;1.287,50;432,50
07.01.2019 07:30;07.01.2019 07:45;1.205,25;472,00;294,00;2.206,00;0,00;31,00;2.364,75;3.976,75;3.571,75;2.167,75;1.386,00;430,50
07.01.2019 07:45;07.01.2019 08:00;1.208,00;462,50;265,00;2.177,25;0,00;30,00;2.365,00;3.988,25;3.594,00;2.221,00;1.464,50;431,00
07.01.2019 08:00;07.01.2019 08:15;1.211,50;453,50;238,25;2.143,50;2,00;29,75;2.356,75;3.988,25;3.611,25;2.259,25;1.202,75;429,25
07.01.2019 08:15;07.01.2019 08:30;1.210,25;436,00;231,75;2.114,25;6,25;30,00;2.364,50;3.993,50;3.623,50;2.194,25;1.360,25;425,75
07.01.2019 08:30;07.01.2019 08:45;1.209,75;418,00;218,00;2.067,50;18,75;30,50;2.365,00;4.003,00;3.651,00;2.193,00;1.327,25;432,75
07.01.2019 08:45;07.01.2019 09:00;1.210,75;418,50;200,25;2.028,50;42,75;30,25;2.366,50;3.998,00;3.670,75;2.195,00;1.339,25;432,75
07.01.2019 09:00;07.01.2019 09:15;1.208,75;435,25;192,75;1.999,25;77,50;30,25;2.363,50;3.987,75;3.686,75;2.224,75;1.191,50;431,75
07.01.2019 09:15;07.01.2019 09:30;1.210,25;463,75;184,00;1.979,75;123,00;29,75;2.363,50;3.982,25;3.686,25;2.237,00;1.251,00;431,50
07.01.2019 09:30;07.01.2019 09:45;1.217,75;440,00;191,75;1.941,25;176,50;30,25;2.366,75;3.987,50;3.701,00;2.237,50;1.281,25;431,25
07.01.2019 09:45;07.01.2019 10:00;1.211,25;462,50;194,75;1.915,25;237,25;29,75;2.364,75;3.997,00;3.708,25;2.231,75;1.280,00;434,25
07.01.2019 10:00;07.01.2019 10:15;1.204,75;467,75;221,25;1.900,50;289,50;30,00;2.367,25;4.000,25;3.717,00;2.235,50;1.444,50;434,75
07.01.2019 10:15;07.01.2019 10:30;1.205,50;437,50;297,00;1.901,00;340,25;30,50;2.365,25;3.992,25;3.726,50;2.238,25;1.349,75;434,00
07.01.2019 10:30;07.01.2019 10:45;1.206,25;488,25;374,00;1.892,00;388,25;30,50;2.363,25;3.990,75;3.716,00;2.247,75;1.104,75;435,25
07.01.2019 10:45;07.01.2019 11:00;1.208,50;506,50;452,75;1.930,75;438,25;30,50;2.360,00;3.977,50;3.716,50;2.264,00;1.056,50;436,50
07.01.2019 11:00;07.01.2019 11:15;1.204,00;441,75;530,00;1.957,50;479,25;31,00;2.365,00;3.986,50;3.718,25;2.293,75;1.100,00;429,25
07.01.2019 11:15;07.01.2019 11:30;1.204,00;450,75;596,75;2.007,50;517,50;31,25;2.363,25;3.977,00;3.709,00;2.303,75;1.073,75;422,75
07.01.2019 11:30;07.01.2019 11:45;1.207,75;449,00;661,75;2.090,00;545,75;32,00;2.362,75;3.988,50;3.699,00;2.317,75;884,25;418,25
07.01.2019 11:45;07.01.2019 12:00;1.203,00;436,25;726,00;2.173,75;568,75;31,50;2.364,25;3.997,00;3.691,75;2.304,50;792,50;409,25
07.01.2019 12:00;07.01.2019 12:15;1.195,50;431,25;815,00;2.271,00;577,25;31,75;2.366,25;3.991,00;3.661,50;2.282,25;703,25;398,75
07.01.2019 12:15;07.01.2019 12:30;1.197,00;423,25;876,25;2.355,25;574,50;31,75;2.362,00;3.990,75;3.615,50;2.286,25;606,75;392,25
07.01.2019 12:30;07.01.2019 12:45;1.197,25;435,75;921,50;2.448,75;563,75;29,25;2.364,25;3.994,00;3.507,00;2.315,75;593,75;385,00
07.01.2019 12:45;07.01.2019 13:00;1.199,25;408,50;958,25;2.539,00;539,50;31,25;2.362,50;3.994,50;3.498,25;2.337,75;509,50;391,75
07.01.2019 13:00;07.01.2019 13:15;1.212,75;398,00;1.001,75;2.623,00;538,50;32,50;2.364,25;3.995,00;3.516,75;2.388,50;667,00;392,00
07.01.2019 13:15;07.01.2019 13:30;1.212,50;373,75;1.062,75;2.695,75;512,00;32,50;2.362,75;3.998,50;3.470,50;2.425,50;678,00;389,75
07.01.2019 13:30;07.01.2019 13:45;1.206,00;372,50;1.047,75;2.746,75;478,75;32,75;2.363,00;3.994,25;3.462,00;2.444,00;607,75;389,50
07.01.2019 13:45;07.01.2019 14:00;1.196,00;432,00;1.063,25;2.823,25;441,25;33,25;2.357,75;3.989,50;3.460,00;2.453,00;487,25;389,50
07.01.2019 14:00;07.01.2019 14:15;1.190,00;482,00;1.082,50;2.880,25;394,75;33,75;2.363,00;3.993,75;3.432,00;2.459,25;645,00;389,50
07.01.2019 14:15;07.01.2019 14:30;1.194,50;510,50;1.106,50;2.971,00;335,00;33,50;2.347,75;3.985,50;3.414,75;2.500,25;675,25;390,75
07.01.2019 14:30;07.01.2019 14:45;1.192,00;499,50;1.115,75;3.115,50;276,50;34,50;2.337,00;3.991,25;3.409,00;2.533,75;465,00;390,50
07.01.2019 14:45;07.01.2019 15:00;1.191,00;493,25;1.058,50;3.254,00;223,00;34,75;2.319,50;3.994,00;3.393,25;2.559,75;343,25;390,50
07.01.2019 15:00;07.01.2019 15:15;1.195,50;519,00;1.077,50;3.353,75;167,75;35,00;2.314,50;3.992,00;3.317,25;2.555,75;468,25;390,50
07.01.2019 15:15;07.01.2019 15:30;1.195,25;511,50;1.084,00;3.530,25;121,75;34,75;2.301,00;3.987,75;3.321,75;2.567,50;232,00;392,25
07.01.2019 15:30;07.01.2019 15:45;1.198,50;514,75;1.052,50;3.684,00;81,25;34,25;2.304,00;3.988,25;3.317,50;2.572,00;216,25;390,25
07.01.2019 15:45;07.01.2019 16:00;1.201,00;460,75;1.039,75;3.834,75;48,25;33,50;2.300,50;3.978,75;3.280,25;2.574,50;283,25;390,25
07.01.2019 16:00;07.01.2019 16:15;1.201,50;386,75;1.104,75;3.956,25;22,25;34,00;2.290,25;3.975,75;3.231,25;2.598,75;78,75;389,50
07.01.2019 16:15;07.01.2019 16:30;1.207,00;438,25;1.076,25;4.146,00;8,00;33,75;2.296,00;3.986,75;3.218,25;2.597,25;84,00;389,25
07.01.2019 16:30;07.01.2019 16:45;1.212,50;436,50;1.037,50;4.428,75;1,50;33,75;2.297,50;3.986,75;3.176,25;2.566,50;84,50;390,25
07.01.2019 16:45;07.01.2019 17:00;1.214,00;429,25;1.004,50;4.664,75;0,00;33,00;2.300,00;3.967,25;3.177,25;2.549,75;92,50;390,25
