Datum von;Datum bis;Biomasse [MWh] Originalauflösungen;Wasserkraft [MWh] Originalauflösungen;Wind Offshore [MWh] Originalauflösungen;Wind Onshore [MWh] Originalauflösungen;Photovoltaik [MWh] Originalauflösungen;Sonstige Erneuerbare [MWh] Originalauflösungen;Kernenergie [MWh] Originalauflösungen;Braunkohle [MWh] Originalauflösungen;Steinkohle [MWh] Originalauflösungen;Erdgas [MWh] Originalauflösungen;Pumpspeicher [MWh] Originalauflösungen;Sonstige Konventionelle [MWh] Originalauflösungen
02.01.2019 19:00;02.01.2019 19:15;1.222,50;397,75;728,00;4.641,00;0,00;32,75;2.284,25;3.287,25;2.185,00;1.500,00;497,50;441,25
02.01.2019 19:15;02.01.2019 19:30;1.223,00;390,50;746,50;4.553,00;0,00;32,75;2.281,50;3.281,25;2.189,00;1.503,00;450,00;441,00
02.01.2019 19:30;02.01.2019 19:45;1.217,50;372,75;751,00;4.421,50;0,00;32,75;2.282,25;3.255,00;2.180,25;1.508,00;429,75;441,50
02.01.2019 19:45;02.01.2019 20:00;1.219,00;364,75;732,75;4.335,75;0,00;32,25;2.279,75;3.257,25;2.193,50;1.505,75;360,25;441,25
02.01.2019 20:00;02.01.2019 20:15;1.211,50;375,00;700,00;4.263,75;0,00;31,50;2.303,50;3.328,75;2.247,00;1.463,50;263,50;438,00
02.01.2019 20:15;02.01.2019 20:30;1.211,50;360,00;638,25;4.201,50;0,00;31,50;2.301,50;3.345,50;2.259,00;1.452,50;143,25;432,25
02.01.2019 20:30;02.01.2019 20:45;1.207,75;357,00;681,25;4.095,50;0,00;32,00;2.304,50;3.344,50;2.252,00;1.452,50;95,75;439,25
02.01.2019 20:45;02.01.2019 21:00;1.209,75;355,50;690,50;4.015,25;0,00;31,50;2.303,00;3.343,50;2.202,50;1.445,25;74,00;441,00
02.01.2019 21:00;02.01.2019 21:15;1.205,50;352,75;654,75;3.924,50;0,00;31,75;2.313,75;3.361,75;2.126,50;1.415,25;43,50;437,50
02.01.2019 21:15;02.01.2019 21:30;1.204,00;345,00;676,75;3.801,75;0,00;32,00;2.314,00;3.362,75;2.066,75;1.411,50;43,00;438,00
02.01.2019 21:30;02.01.2019 21:45;1.203,00;348,50;756,75;3.682,75;0,00;31,75;2.314,25;3.357,50;1.984,50;1.412,75;27,50;439,50
02.01.2019 21:45;02.01.2019 22:00;1.201,50;348,00;759,00;3.621,50;0,00;31,75;2.310,50;3.357,25;1.955,75;1.409,00;72,50;439,00
02.01.2019 22:00;02.01.2019 22:15;1.195,50;363,25;772,75;3.538,50;0,00;32,00;2.317,50;3.387,25;2.014,75;1.370,25;288,50;440,00
02.01.2019 22:15;02.01.2019 22:30;1.191,25;349,00;761,75;3.432,00;0,00;32,00;2.313,75;3.364,50;2.022,00;1.369,00;154,50;438,25
02.01.2019 22:30;02.01.2019 22:45;1.191,00;350,00;805,50;3.362,50;0,00;32,25;2.315,25;3.347,75;2.004,25;1.370,25;141,50;435,25
02.01.2019 22:45;02.01.2019 23:00;1.184,75;348,00;717,00;3.292,50;0,00;32,50;2.312,25;3.315,00;1.948,00;1.366,75;155,50;431,75
02.01.2019 23:00;02.01.2019 23:15;1.180,00;365,00;725,75;3.227,50;0,00;32,50;2.318,75;3.285,00;1.859,25;1.338,50;236,50;430,00
02.01.2019 23:15;02.01.2019 23:30;1.178,00;354,25;688,00;3.170,75;0,00;32,50;2.319,00;3.285,50;1.824,50;1.360,25;214,75;427,75
02.01.2019 23:30;02.01.2019 23:45;1.178,25;357,75;678,75;3.147,75;0,00;32,50;2.323,00;3.289,75;1.763,75;1.403,75;77,00;430,75
02.01.2019 23:45;03.01.2019 00:00;1.174,25;351,00;725,25;3.107,25;0,00;32,75;2.327,75;3.288,00;1.689,50;1.326,00;74,50;432,00
03.01.2019 00:00;03.01.2019 00:15;1.174,50;367,00;764,25;3.071,50;0,00;32,50;2.350,75;3.305,25;1.673,50;1.322,25;255,75;411,75
03.01.2019 00:15;03.01.2019 00:30;1.174,75;360,75;829,25;3.008,75;0,00;32,50;2.369,00;3.302,50;1.658,50;1.319,50;257,75;410,75
03.01.2019 00:30;03.01.2019 00:45;1.173,00;357,25;786,25;2.953,00;0,00;32,50;2.372,00;3.271,00;1.639,75;1.320,75;251,25;415,75
03.01.2019 00:45;03.01.2019 01:00;1.173,25;355,50;825,75;2.895,75;0,00;32,00;2.373,75;3.300,75;1.694,00;1.317,50;11,00;414,25
03.01.2019 01:00;03.01.2019 01:15;1.165,75;366,00;905,25;2.888,75;0,00;31,75;2.376,75;3.330,00;1.739,25;1.335,25;25,00;414,75
03.01.2019 01:15;03.01.2019 01:30;1.162,25;361,50;940,25;2.868,75;0,00;32,00;2.374,25;3.338,25;1.705,00;1.334,00;6,75;417,75
03.01.2019 01:30;03.01.2019 01:45;1.167,75;359,75;981,75;2.809,75;0,00;31,75;2.371,50;3.343,50;1.707,75;1.337,25;9,75;420,00
03.01.2019 01:45;03.01.2019 02:00;1.165,00;359,50;988,75;2.760,00;0,00;31,75;2.369,75;3.357,25;1.720,50;1.331,75;8,00;418,50
03.01.2019 02:00;03.01.2019 02:15;1.163,50;360,50;913,25;2.753,00;0,00;32,00;2.374,50;3.385,75;1.728,50;1.307,25;25,00;418,50
03.01.2019 02:15;03.01.2019 02:30;1.164,00;350,25;978,50;2.742,00;0,00;31,75;2.372,75;3.385,25;1.782,75;1.310,75;5,25;420,00
03.01.2019 02:30;03.01.2019 02:45;1.158,75;361,50;958,00;2.739,25;0,00;31,75;2.373,50;3.388,50;1.768,50;1.311,00;0,00;421,50
03.01.2019 02:45;03.01.2019 03:00;1.164,25;357,50;923,25;2.705,50;0,00;31,75;2.372,75;3.389,00;1.741,50;1.309,00;0,75;419,75
03.01.2019 03:00;03.01.2019 03:15;1.166,25;355,00;963,75;2.712,50;0,00;31,75;2.375,00;3.382,25;1.768,75;1.319,50;1,25;418,25
03.01.2019 03:15;03.01.2019 03:30;1.161,00;347,50;1.033,00;2.748,25;0,00;31,75;2.372,50;3.360,50;1.783,25;1.337,50;1,25;420,00
03.01.2019 03:30;03.01.2019 03:45;1.163,50;347,75;1.019,00;2.788,00;0,00;32,00;2.372,50;3.320,75;1.810,00;1.351,00;1,25;418,25
03.01.2019 03:45;03.01.2019 04:00;1.168,00;348,25;1.045,50;2.838,25;0,00;32,00;2.368,25;3.291,50;1.801,75;1.355,50;1,00;417,25
03.01.2019 04:00;03.01.2019 04:15;1.172,75;354,50;984,00;2.860,75;0,00;32,00;2.373,75;3.289,50;1.737,00;1.372,75;1,25;418,00
03.01.2019 04:15;03.01.2019 04:30;1.165,75;348,25;1.036,75;2.894,25;0,00;32,25;2.370,50;3.290,75;1.741,00;1.385,75;1,25;418,00
03.01.2019 04:30;03.01.2019 04:45;1.167,25;349,25;1.057,50;2.974,25;0,00;32,50;2.369,00;3.286,00;1.758,00;1.404,75;1,25;420,75
03.01.2019 04:45;03.01.2019 05:00;1.163,00;354,00;1.072,75;2.996,25;0,00;32,25;2.372,75;3.308,75;1.788,50;1.424,25;1,75;422,25
03.01.2019 05:00;03.01.2019 05:15;1.167,50;358,25;1.094,75;3.006,25;0,00;31,75;2.371,75;3.332,25;1.831,25;1.471,50;23,25;419,25
03.01.2019 05:15;03.01.2019 05:30;1.170,00;353,50;1.097,75;3.029,50;0,00;32,00;2.371,50;3.358,50;1.919,25;1.495,25;17,50;406,50
03.01.2019 05:30;03.01.2019 05:45;1.171,50;365,25;1.117,75;3.051,50;0,00;31,75;2.373,50;3.378,00;2.021,25;1.536,00;18,75;414,25
03.01.2019 05:45;03.01.2019 06:00;1.170,50;368,50;1.063,25;3.077,50;0,00;31,75;2.373,25;3.411,25;2.122,75;1.590,00;44,25;419,25
03.01.2019 06:00;03.01.2019 06:15;1.175,50;363,50;1.067,00;3.114,00;0,00;31,75;2.362,75;3.462,00;2.281,50;1.805,75;80,75;419,00
03.01.2019 06:15;03.01.2019 06:30;1.179,50;367,50;1.073,00;3.120,00;0,00;31,75;2.370,00;3.519,25;2.391,75;1.910,25;100,00;416,25
03.01.2019 06:30;03.01.2019 06:45;1.183,50;374,25;1.063,25;3.131,75;0,00;31,50;2.373,00;3.553,00;2.506,00;1.993,75;211,00;416,00
03.01.2019 06:45;03.01.2019 07:00;1.184,75;374,75;1.004,25;3.137,25;0,00;31,25;2.374,25;3.553,00;2.592,75;2.040,75;378,25;416,50
03.01.2019 07:00;03.01.2019 07:15;1.194,25;354,25;1.018,25;3.140,25;0,00;30,75;2.357,25;3.447,75;2.669,25;2.090,75;538,25;421,75
03.01.2019 07:15;03.01.2019 07:30;1.200,50;363,50;1.047,25;3.188,75;0,00;31,00;2.364,75;3.416,25;2.785,00;2.091,75;596,00;423,00
03.01.2019 07:30;03.01.2019 07:45;1.200,75;367,50;1.036,00;3.200,25;0,00;31,00;2.356,50;3.470,00;2.824,25;2.108,25;541,50;421,00
03.01.2019 07:45;03.01.2019 08:00;1.203,75;373,50;1.011,25;3.185,00;0,00;31,00;2.360,75;3.476,75;2.902,50;2.154,50;481,00;421,75
03.01.2019 08:00;03.01.2019 08:15;1.210,50;367,00;1.008,00;3.180,75;2,00;30,75;2.365,00;3.476,50;2.950,50;2.223,50;276,00;419,00
03.01.2019 08:15;03.01.2019 08:30;1.215,75;362,50;1.010,25;3.186,25;13,00;30,75;2.371,50;3.507,50;3.014,00;2.271,75;253,75;419,25
03.01.2019 08:30;03.01.2019 08:45;1.216,50;363,00;1.009,50;3.143,00;47,75;31,50;2.372,25;3.518,50;3.090,00;2.307,75;212,25;421,50
03.01.2019 08:45;03.01.2019 09:00;1.218,75;359,75;1.019,00;3.102,75;116,25;31,75;2.371,75;3.535,00;3.137,75;2.322,75;183,25;422,00
03.01.2019 09:00;03.01.2019 09:15;1.210,00;356,75;952,75;3.107,50;219,75;31,75;2.371,50;3.554,25;3.175,50;2.337,00;305,25;420,75
03.01.2019 09:15;03.01.2019 09:30;1.214,50;354,00;908,75;3.045,00;333,25;31,50;2.371,75;3.553,50;3.279,25;2.358,75;248,25;421,25
03.01.2019 09:30;03.01.2019 09:45;1.215,50;356,50;922,25;2.961,50;446,25;31,75;2.371,75;3.556,75;3.347,75;2.371,75;281,00;419,75
03.01.2019 09:45;03.01.2019 10:00;1.213,25;355,25;856,25;2.805,25;575,50;31,50;2.370,75;3.563,75;3.376,75;2.372,50;282,00;420,75
03.01.2019 10:00;03.01.2019 10:15;1.210,75;357,50;835,25;2.686,75;694,50;31,25;2.372,75;3.589,75;3.412,00;2.369,50;407,25;423,25
03.01.2019 10:15;03.01.2019 10:30;1.211,75;357,50;819,25;2.585,75;813,00;31,00;2.373,00;3.574,50;3.499,50;2.369,25;344,75;422,00
03.01.2019 10:30;03.01.2019 10:45;1.206,50;348,50;775,25;2.497,25;917,25;31,75;2.375,00;3.564,25;3.529,25;2.367,25;527,25;421,50
03.01.2019 10:45;03.01.2019 11:00;1.209,00;352,25;712,00;2.392,75;1.010,75;32,25;2.374,75;3.563,50;3.572,00;2.359,00;519,50;420,25
03.01.2019 11:00;03.01.2019 11:15;1.202,00;358,50;686,75;2.272,25;1.075,00;32,50;2.374,25;3.558,50;3.603,00;2.357,75;670,25;422,50
03.01.2019 11:15;03.01.2019 11:30;1.205,75;358,75;678,00;2.185,75;1.165,50;32,25;2.373,25;3.552,50;3.616,00;2.353,75;607,00;423,25
03.01.2019 11:30;03.01.2019 11:45;1.208,00;361,75;637,50;2.131,75;1.217,25;32,25;2.372,50;3.555,75;3.646,50;2.359,25;654,50;422,75
03.01.2019 11:45;03.01.2019 12:00;1.208,00;368,50;581,75;2.079,50;1.218,25;32,50;2.373,00;3.556,25;3.657,00;2.359,75;689,00;422,75
03.01.2019 12:00;03.01.2019 12:15;1.204,25;362,00;613,25;2.006,50;1.211,25;32,75;2.373,25;3.564,25;3.683,50;2.348,00;537,00;422,75
03.01.2019 12:15;03.01.2019 12:30;1.202,75;359,75;573,50;1.977,25;1.204,00;32,75;2.374,00;3.566,75;3.699,00;2.349,00;343,25;424,50
03.01.2019 12:30;03.01.2019 12:45;1.202,00;372,25;499,25;1.921,50;1.171,00;32,75;2.374,00;3.568,50;3.721,00;2.355,75;449,50;423,50
03.01.2019 12:45;03.01.2019 13:00;1.202,50;364,75;498,50;1.881,00;1.131,75;33,00;2.373,50;3.574,25;3.730,50;2.355,25;364,75;420,50
03.01.2019 13:00;03.01.2019 13:15;1.205,50;344,75;469,25;1.819,00;1.097,75;33,25;2.374,75;3.570,25;3.749,50;2.359,75;267,00;422,75
03.01.2019 13:15;03.01.2019 13:30;1.198,25;343,25;433,50;1.786,25;1.053,75;33,25;2.371,75;3.566,50;3.749,00;2.354,25;209,00;424,50
03.01.2019 13:30;03.01.2019 13:45;1.198,50;346,50;453,75;1.712,75;1.003,50;32,50;2.372,00;3.495,00;3.743,00;2.360,75;196,50;424,00
03.01.2019 13:45;03.01.2019 14:00;1.194,25;347,25;434,75;1.697,50;920,25;32,50;2.371,00;3.410,25;3.749,75;2.363,00;230,25;421,50
03.01.2019 14:00;03.01.2019 14:15;1.192,00;344,50;434,75;1.629,75;834,50;32,75;2.373,00;3.407,75;3.767,00;2.390,50;304,50;421,25
03.01.2019 14:15;03.01.2019 14:30;1.192,25;343,75;447,75;1.602,00;716,50;33,25;2.371,50;3.400,25;3.767,25;2.394,50;308,00;422,00
03.01.2019 14:30;03.01.2019 14:45;1.201,00;356,50;441,00;1.568,75;591,75;33,25;2.372,50;3.399,25;3.762,00;2.403,50;284,75;424,00
03.01.2019 14:45;03.01.2019 15:00;1.199,50;342,75;430,75;1.567,00;465,00;33,25;2.372,50;3.407,25;3.760,00;2.405,00;282,50;423,75
03.01.2019 15:00;03.01.2019 15:15;1.210,50;348,00;430,00;1.578,25;337,00;33,75;2.371,00;3.424,25;3.778,00;2.413,00;526,75;424,00
03.01.2019 15:15;03.01.2019 15:30;1.211,75;345,50;404,75;1.635,00;227,50;34,00;2.373,25;3.432,00;3.784,25;2.408,00;587,00;424,00
03.01.2019 15:30;03.01.2019 15:45;1.211,00;354,75;373,75;1.658,25;144,75;34,00;2.373,25;3.447,75;3.777,25;2.410,25;552,00;424,75
03.01.2019 15:45;03.01.2019 16:00;1.210,50;360,75;373,75;1.728,25;78,25;34,25;2.371,50;3.473,50;3.774,00;2.412,25;658,25;425,25
03.01.2019 16:00;03.01.2019 16:15;1.210,50;353,75;364,50;1.803,50;30,00;34,25;2.367,50;3.496,50;3.785,00;2.413,75;632,50;426,75
03.01.2019 16:15;03.01.2019 16:30;1.211,75;352,00;380,00;1.852,00;7,50;34,75;2.373,00;3.518,00;3.788,50;2.415,00;684,00;425,75
03.01.2019 16:30;03.01.2019 16:45;1.210,75;349,75;359,75;1.911,25;0,50;34,75;2.371,75;3.555,25;3.786,00;2.421,50;777,50;422,50
03.01.2019 16:45;03.01.2019 17:00;1.214,00;354,50;359,50;1.983,25;0,00;34,75;2.372,25;3.566,75;3.788,25;2.416,50;905,00;425,25
03.01.2019 17:00;03.01.2019 17:15;1.219,00;348,50;363,25;2.103,50;0,00;34,75;2.366,00;3.563,50;3.778,50;2.413,75;782,50;425,25
03.01.2019 17:15;03.01.2019 17:30;1.216,50;354,00;349,25;2.189,25;0,00;34,75;2.372,00;3.576,50;3.781,25;2.414,75;894,75;424,75
03.01.2019 17:30;03.01.2019 17:45;1.225,00;356,00;326,25;2.227,00;0,00;34,75;2.371,25;3.578,50;3.745,25;2.418,50;894,00;423,50
03.01.2019 17:45;03.01.2019 18:00;1.225,25;387,75;325,25;2.252,25;0,00;34,50;2.372,00;3.579,50;3.593,25;2.418,25;898,00;418,25
03.01.2019 18:00;03.01.2019 18:15;1.226,00;407,50;325,75;2.258,50;0,00;34,50;2.369,25;3.573,75;3.566,50;2.418,00;1.044,50;424,75
03.01.2019 18:15;03.01.2019 18:30;1.226,00;389,75;331,50;2.281,50;0,00;34,25;2.371,50;3.565,50;3.566,75;2.420,00;937,50;424,50
03.01.2019 18:30;03.01.2019 18:45;1.228,50;379,75;346,50;2.293,25;0,00;33,75;2.369,75;3.572,00;3.564,25;2.422,25;863,50;424,50
03.01.2019 18:45;03.01.2019 19:00;1.227,75;399,50;389,50;2.267,25;0,00;33,75;2.368,50;3.569,75;3.570,75;2.422,75;818,75;424,50
03.01.2019 19:00;03.01.2019 19:15;1.227,00;363,75;424,00;2.234,25;0,00;33,75;2.367,75;3.574,25;3.576,25;2.418,75;851,75;425,25
03.01.2019 19:15;03.01.2019 19:30;1.225,75;356,25;423,25;2.214,50;0,00;33,75;2.366,50;3.579,00;3.572,00;2.419,25;575,75;423,75
03.01.2019 19:30;03.01.2019 19:45;1.221,75;351,75;424,25;2.188,00;0,00;34,25;2.366,25;3.630,25;3.551,00;2.425,00;415,75;422,00
03.01.2019 19:45;03.01.2019 20:00;1.220,75;349,00;416,25;2.165,25;0,00;34,00;2.365,75;3.678,50;3.552,25;2.418,75;350,75;426,00
03.01.2019 20:00;03.01.2019 20:15;1.210,50;363,25;421,75;2.149,50;0,00;33,75;2.370,00;3.713,00;3.568,50;2.408,25;559,00;423,50
03.01.2019 20:15;03.01.2019 20:30;1.209,50;350,00;416,25;2.157,50;0,00;33,75;2.366,25;3.732,50;3.573,75;2.408,50;364,25;425,00
03.01.2019 20:30;03.01.2019 20:45;1.207,75;361,75;398,25;2.155,25;0,00;33,75;2.368,75;3.767,50;3.572,75;2.411,25;189,50;425,75
03.01.2019 20:45;03.01.2019 21:00;1.203,75;349,25;421,50;2.155,25;0,00;33,50;2.368,75;3.771,75;3.548,00;2.410,00;144,00;425,75
03.01.2019 21:00;03.01.2019 21:15;1.200,75;361,25;368,00;2.128,50;0,00;33,75;2.372,00;3.775,50;3.529,25;2.330,75;305,25;426,25
03.01.2019 21:15;03.01.2019 21:30;1.201,00;360,00;328,00;2.080,50;0,00;33,75;2.368,25;3.757,00;3.523,00;2.326,50;336,25;426,00
03.01.2019 21:30;03.01.2019 21:45;1.197,75;343,75;304,00;2.029,50;0,00;33,75;2.367,75;3.767,00;3.497,00;2.310,50;232,50;426,00
03.01.2019 21:45;03.01.2019 22:00;1.198,75;343,50;307,00;1.976,75;0,00;33,75;2.366,25;3.763,50;3.481,75;2.297,00;227,50;426,00
03.01.2019 22:00;03.01.2019 22:15;1.194,25;357,50;300,50;1.882,25;0,00;34,00;2.372,00;3.766,25;3.425,00;2.223,75;330,75;427,25
03.01.2019 22:15;03.01.2019 22:30;1.192,00;350,50;329,25;1.818,75;0,00;33,75;2.371,75;3.756,75;3.381,75;2.175,25;289,25;428,00
03.01.2019 22:30;03.01.2019 22:45;1.190,75;344,25;342,50;1.748,25;0,00;33,25;2.371,50;3.762,00;3.344,00;2.139,75;177,50;427,25
03.01.2019 22:45;03.01.2019 23:00;1.191,75;345,00;328,75;1.720,50;0,00;33,25;2.370,75;3.770,50;3.241,00;2.105,25;179,75;423,00
03.01.2019 23:00;03.01.2019 23:15;1.187,75;359,50;338,00;1.682,00;0,00;33,25;2.371,50;3.775,00;3.072,00;2.008,75;141,25;427,00
03.01.2019 23:15;03.01.2019 23:30;1.187,00;342,25;346,75;1.671,00;0,00;33,25;2.370,00;3.761,75;2.893,50;2.007,50;134,25;426,25
03.01.2019 23:30;03.01.2019 23:45;1.186,75;342,75;329,00;1.630,25;0,00;32,25;2.369,50;3.793,25;2.766,50;2.013,50;104,25;424,75
03.01.2019 23:45;04.01.2019 00:00;1.186,25;347,25;332,25;1.606,75;0,00;32,25;2.367,00;3.787,00;2.595,50;2.001,00;103,75;426,50
04.01.2019 00:00;04.01.2019 00:15;1.177,75;377,00;359,75;1.585,25;0,00;31,50;2.372,00;3.818,00;2.525,00;1.951,25;153,50;431,00
04.01.2019 00:15;04.01.2019 00:30;1.180,75;353,25;375,50;1.580,25;0,00;31,75;2.371,50;3.833,75;2.408,50;1.856,25;70,50;423,50
04.01.2019 00:30;04.01.2019 00:45;1.179,25;343,25;430,25;1.586,00;0,00;32,25;2.368,50;3.862,25;2.361,25;1.841,00;30,25;430,50
04.01.2019 00:45;04.01.2019 01:00;1.179,25;342,50;491,25;1.630,75;0,00;32,25;2.367,75;3.872,25;2.314,75;1.820,50;18,00;424,75
04.01.2019 01:00;04.01.2019 01:15;1.176,50;346,25;556,50;1.675,25;0,00;32,25;2.372,25;3.878,50;2.289,00;1.775,75;57,75;425,75
04.01.2019 01:15;04.01.2019 01:30;1.175,00;338,25;557,50;1.759,50;0,00;32,25;2.371,00;3.866,75;2.229,25;1.745,50;46,25;430,00
04.01.2019 01:30;04.01.2019 01:45;1.174,75;337,50;609,75;1.838,50;0,00;32,25;2.370,25;3.870,00;2.183,75;1.692,25;53,50;429,75
04.01.2019 01:45;04.01.2019 02:00;1.175,25;337,00;656,00;1.897,00;0,00;32,25;2.368,75;3.873,00;2.163,75;1.670,00;32,75;427,00
04.01.2019 02:00;04.01.2019 02:15;1.178,00;347,00;765,25;1.901,75;0,00;32,25;2.355,25;3.877,50;2.146,75;1.610,50;78,00;431,50
04.01.2019 02:15;04.01.2019 02:30;1.176,75;341,00;827,00;1.942,75;0,00;32,25;2.347,25;3.879,00;2.107,50;1.612,00;47,50;431,25
04.01.2019 02:30;04.01.2019 02:45;1.180,75;341,25;851,00;1.964,25;0,00;32,25;2.346,75;3.878,50;2.081,50;1.615,25;42,25;430,00
04.01.2019 02:45;04.01.2019 03:00;1.181,75;339,75;864,50;2.037,75;0,00;31,75;2.345,50;3.875,50;2.089,75;1.596,25;45,75;428,25
04.01.2019 03:00;04.01.2019 03:15;1.178,25;353,75;921,25;2.101,25;0,00;31,75;2.347,00;3.882,50;2.054,50;1.596,00;86,75;429,25
04.01.2019 03:15;04.01.2019 03:30;1.179,25;343,00;959,00;2.225,00;0,00;31,75;2.344,75;3.874,00;2.038,75;1.589,50;39,50;425,00
04.01.2019 03:30;04.01.2019 03:45;1.177,50;341,00;977,75;2.350,00;0,00;31,75;2.344,00;3.854,25;2.035,25;1.581,25;29,75;427,75
04.01.2019 03:45;04.01.2019 04:00;1.177,00;340,75;1.074,00;2.415,00;0,00;31,75;2.343,00;3.830,50;2.029,25;1.551,50;35,00;427,75
04.01.2019 04:00;04.01.2019 04:15;1.182,50;344,50;1.133,50;2.505,00;0,00;31,75;2.346,25;3.802,75;2.024,25;1.559,25;44,25;431,25
04.01.2019 04:15;04.01.2019 04:30;1.176,50;344,75;1.046,00;2.577,00;0,00;31,75;2.345,50;3.792,00;1.997,50;1.572,75;56,75;433,00
04.01.2019 04:30;04.01.2019 04:45;1.183,00;350,50;1.039,00;2.679,50;0,00;32,00;2.345,75;3.760,75;1.997,00;1.581,50;65,25;432,00
04.01.2019 04:45;04.01.2019 05:00;1.179,50;354,50;1.045,50;2.790,75;0,00;31,75;2.345,25;3.754,50;1.987,00;1.581,50;66,00;426,50
04.01.2019 05:00;04.01.2019 05:15;1.184,50;354,75;1.063,75;2.891,00;0,00;31,75;2.343,25;3.756,75;1.993,00;1.644,25;81,50;431,00
04.01.2019 05:15;04.01.2019 05:30;1.183,25;348,00;1.055,00;2.989,50;0,00;31,75;2.345,00;3.726,25;2.011,25;1.669,00;68,00;430,50
04.01.2019 05:30;04.01.2019 05:45;1.185,25;349,50;1.076,00;3.083,00;0,00;31,75;2.346,00;3.715,25;2.038,25;1.673,50;85,75;431,50
04.01.2019 05:45;04.01.2019 06:00;1.183,25;347,25;1.078,50;3.171,25;0,00;31,75;2.343,25;3.711,25;2.065,25;1.675,75;202,75;429,25
04.01.2019 06:00;04.01.2019 06:15;1.187,50;345,00;1.090,25;3.327,75;0,00;31,00;2.334,50;3.736,00;2.056,50;1.754,50;357,00;425,75
04.01.2019 06:15;04.01.2019 06:30;1.194,00;349,50;1.034,25;3.384,00;0,00;30,50;2.329,50;3.747,50;2.047,75;1.767,75;429,00;430,00
04.01.2019 06:30;04.01.2019 06:45;1.192,00;345,75;1.035,25;3.537,00;0,00;30,50;2.334,75;3.751,75;2.080,75;1.829,75;465,00;428,00
04.01.2019 06:45;04.01.2019 07:00;1.196,25;386,75;1.045,50;3.656,25;0,00;30,25;2.346,00;3.775,00;2.150,00;1.843,50;418,25;427,50
04.01.2019 07:00;04.01.2019 07:15;1.204,25;364,25;1.052,75;3.774,00;0,00;30,50;2.331,50;3.762,50;2.249,00;1.870,50;582,00;427,75
04.01.2019 07:15;04.01.2019 07:30;1.210,00;372,75;1.055,00;3.914,00;0,00;30,00;2.326,75;3.792,00;2.303,75;1.842,75;711,50;429,00
04.01.2019 07:30;04.01.2019 07:45;1.213,00;379,25;1.052,00;4.082,75;0,00;30,25;2.336,25;3.808,50;2.343,50;1.842,25;723,00;430,25
04.01.2019 07:45;04.01.2019 08:00;1.215,50;396,00;1.054,75;4.211,75;0,00;30,00;2.343,75;3.824,00;2.364,25;1.839,25;781,00;431,50
04.01.2019 08:00;04.01.2019 08:15;1.223,00;372,25;993,25;4.266,00;2,00;30,25;2.336,75;3.818,50;2.359,75;1.847,25;408,50;431,25
04.01.2019 08:15;04.01.2019 08:30;1.225,25;365,25;971,75;4.299,00;7,75;30,25;2.342,25;3.824,75;2.360,00;1.855,75;415,25;430,50
04.01.2019 08:30;04.01.2019 08:45;1.228,25;365,50;963,50;4.363,00;24,50;30,75;2.342,00;3.834,75;2.348,75;1.881,00;416,00;431,50
04.01.2019 08:45;04.01.2019 09:00;1.231,00;370,00;961,00;4.406,75;54,75;30,75;2.340,75;3.854,25;2.345,00;1.896,50;425,25;431,25
04.01.2019 09:00;04.01.2019 09:15;1.219,50;388,75;959,00;4.480,25;94,00;30,75;2.340,75;3.864,75;2.337,25;1.954,00;362,50;431,25
04.01.2019 09:15;04.01.2019 09:30;1.215,50;415,75;955,25;4.545,50;138,75;30,75;2.341,75;3.873,75;2.307,25;1.967,25;478,25;430,50
04.01.2019 09:30;04.01.2019 09:45;1.220,00;405,25;949,00;4.614,00;187,50;30,50;2.341,25;3.870,75;2.308,50;1.985,75;447,75;430,75
04.01.2019 09:45;04.01.2019 10:00;1.223,25;398,75;949,25;4.630,50;241,50;30,50;2.341,50;3.839,75;2.315,50;1.973,00;310,50;430,00
04.01.2019 10:00;04.01.2019 10:15;1.217,25;389,25;947,00;4.738,50;293,00;30,50;2.321,25;3.808,00;2.298,75;1.978,50;373,75;427,75
04.01.2019 10:15;04.01.2019 10:30;1.214,50;405,75;950,00;4.830,25;343,50;30,50;2.281,25;3.808,00;2.297,00;1.972,00;349,50;425,75
04.01.2019 10:30;04.01.2019 10:45;1.214,75;396,00;953,50;4.937,50;397,75;30,75;2.267,50;3.805,75;2.315,00;1.976,25;302,25;426,75
04.01.2019 10:45;04.01.2019 11:00;1.218,00;393,75;948,00;5.023,75;446,75;31,00;2.258,50;3.806,50;2.321,75;1.966,50;262,50;431,50
04.01.2019 11:00;04.01.2019 11:15;1.211,50;399,50;940,25;5.113,25;494,25;31,50;2.253,75;3.803,00;2.313,25;1.975,00;287,50;430,50
04.01.2019 11:15;04.01.2019 11:30;1.210,00;397,00;938,00;5.218,25;527,75;31,75;2.254,25;3.811,25;2.310,75;1.964,00;281,75;431,00
04.01.2019 11:30;04.01.2019 11:45;1.209,50;385,25;933,75;5.333,75;542,25;31,50;2.264,50;3.805,25;2.320,75;1.979,00;245,25;431,50
04.01.2019 11:45;04.01.2019 12:00;1.205,25;383,00;926,75;5.425,50;557,00;31,75;2.262,75;3.804,25;2.313,25;1.971,00;180,25;431,50
04.01.2019 12:00;04.01.2019 12:15;1.203,75;388,00;937,75;5.523,50;556,00;31,75;2.282,75;3.808,25;2.294,25;1.957,50;129,75;431,25
04.01.2019 12:15;04.01.2019 12:30;1.206,75;363,50;945,50;5.608,25;546,50;31,75;2.291,00;3.793,75;2.276,50;1.948,50;74,50;430,50
